Nama File,Rerata,Persentase,Zona Atas,Zona Tengah,Zona Bawah,Tekanan Tulisan,Dominasi Zona
a01-077u-s02-03.png,91.99,36.07,30,22,27,Sedang,Atas
a01-082u-s00-00.png,89.82,35.22,24,32,24,Sedang,Tengah
a01-082u-s00-02.png,91.93,36.05,30,29,26,Sedang,Tengah
a01-082u-s01-02.png,95.24,37.35,37,35,21,Sedang,Atas
a01-082u-s02-02.png,91.5,35.88,35,33,18,Sedang,Atas
a01-087u-s00-00.png,92.2,36.16,24,23,29,Sedang,Bawah
a01-087u-s00-01.png,93.42,36.64,27,25,22,Sedang,Tengah
a01-087u-s01-00.png,91.8,36,36,27,24,Sedang,Atas
a01-087u-s01-01.png,90.44,35.47,34,25,29,Sedang,Atas
a01-087u-s02-01.png,93.1,36.51,31,30,6,Sedang,Atas
a01-087u-s02-03.png,94.05,36.88,32,30,21,Sedang,Atas
a01-091u-s01-00.png,94.04,36.88,30,33,7,Sedang,Atas
a01-091u-s01-01.png,90.4,35.45,28,32,16,Sedang,Tengah
a01-091u-s01-02.png,93.93,36.84,27,33,16,Sedang,Tengah
a01-091u-s03-02.png,92.56,36.3,20,33,4,Sedang,Tengah
a01-096u-s00-00.png,92.07,36.11,19,1,69,Sedang,Bawah
a01-096u-s02-00.png,88.77,34.81,32,29,29,Sedang,Tengah
a01-096u-s02-02.png,88.98,34.89,20,28,14,Sedang,Tengah
a01-096u-s03-00.png,89.6,35.14,25,21,26,Sedang,Tengah
a01-096u-s04-02.png,93.33,36.6,21,34,10,Sedang,Tengah
a01-096u-s04-03.png,88.03,34.52,24,31,11,Sedang,Tengah
a01-102u-s03-02.png,92.24,36.17,28,36,34,Sedang,Tengah
a01-107u-s00-02.png,96.59,37.88,24,30,12,Sedang,Tengah
a01-107u-s00-03.png,96.16,37.71,23,32,22,Sedang,Tengah
a01-113u-s00-01.png,97.46,38.22,23,39,19,Sedang,Tengah
a01-113u-s01-01.png,102.59,40.23,24,37,24,Ringan,Tengah
a01-113u-s01-02.png,100.33,39.35,22,43,16,Sedang,Tengah
a01-113u-s02-00.png,103.78,40.7,30,33,31,Ringan,Tengah
a01-113u-s02-01.png,100.22,39.3,33,34,21,Sedang,Tengah
a01-113u-s02-03.png,105.23,41.27,24,30,18,Ringan,Tengah
a01-113u-s02-04.png,107.25,42.06,25,37,9,Ringan,Tengah
a01-117u-s01-01.png,93.57,36.69,21,37,13,Sedang,Tengah
a01-117u-s01-02.png,91.88,36.03,32,33,24,Sedang,Tengah
a01-117u-s02-02.png,92.23,36.17,28,29,23,Sedang,Tengah
a01-117u-s03-02.png,92.5,36.27,23,27,22,Sedang,Tengah
a01-117u-s03-03.png,91.53,35.89,34,24,30,Sedang,Atas
a01-117u-s03-04.png,90.66,35.55,28,33,13,Sedang,Atas
a01-122u-s00-02.png,87.34,34.25,33,21,40,Sedang,Bawah
a01-122u-s01-01.png,92.36,36.22,31,31,31,Sedang,Tengah
a01-122u-s01-02.png,94.76,37.16,30,0,47,Sedang,Atas
a01-122u-s02-01.png,94.17,36.93,21,28,22,Sedang,Tengah
a01-122u-s04-00.png,94.5,37.06,28,27,22,Sedang,Tengah
a01-122u-s04-01.png,95.49,37.45,27,32,7,Sedang,Atas
a01-128u-s00-02.png,96.05,37.67,37,28,22,Sedang,Atas
a01-128u-s01-00.png,101.07,39.64,39,37,19,Sedang,Atas
a01-128u-s02-01.png,100.99,39.6,31,35,13,Sedang,Atas
a01-128u-s02-02.png,98.38,38.58,25,35,16,Sedang,Tengah
a01-128u-s02-03.png,102.08,40.03,22,37,16,Ringan,Tengah
a01-128u-s02-04.png,104.97,41.16,26,28,34,Ringan,Bawah
a01-132u-s00-01.png,105.73,41.46,34,29,26,Ringan,Atas
a01-132u-s02-01.png,92.37,36.22,33,28,20,Sedang,Atas
a01-132u-s02-04.png,100.25,39.31,25,1,49,Sedang,Bawah
a01-132x-s00-01.png,97.86,38.38,32,30,36,Sedang,Tengah
a01-132x-s01-01.png,98.14,38.49,32,33,24,Sedang,Tengah
a01-132x-s01-02.png,95.17,37.32,31,32,30,Sedang,Tengah
a02-017-s00-03.png,117.47,46.07,36,37,36,Ringan,Tengah
a02-017-s01-00.png,118.97,46.65,33,43,38,Ringan,Tengah
a02-017-s01-02.png,117.24,45.98,35,32,29,Ringan,Tengah
a02-017-s01-03.png,116.11,45.53,56,23,32,Ringan,Atas
a02-020-s01-01.png,119.15,46.73,42,29,25,Ringan,Atas
a02-020-s02-01.png,119.21,46.75,30,39,27,Ringan,Tengah
a02-024-s00-01.png,122.13,47.89,33,1,71,Ringan,Bawah
a02-024-s00-02.png,119.95,47.04,44,26,9,Ringan,Atas
a02-024-s01-01.png,120.22,47.15,43,2,58,Ringan,Atas
a02-024-s01-02.png,119.77,46.97,43,23,40,Ringan,Atas
a02-024-s01-04.png,117.12,45.93,30,32,27,Ringan,Tengah
a02-027-s01-01.png,117.24,45.98,44,36,31,Ringan,Atas
a02-027-s01-02.png,116.15,45.55,55,40,28,Ringan,Atas
a02-027-s03-03.png,115.49,45.29,41,28,25,Ringan,Atas
a02-032-s00-00.png,118.55,46.49,46,32,10,Ringan,Atas
a02-032-s01-00.png,121.89,47.8,37,22,34,Ringan,Atas
a02-032-s02-01.png,119.09,46.7,42,0,55,Ringan,Atas
a02-037-s00-00.png,80.5,31.57,35,34,34,Sedang,Tengah
a02-037-s00-01.png,77.05,30.22,41,41,53,Kuat,Bawah
a02-037-s00-02.png,77.49,30.39,44,36,38,Kuat,Tengah
a02-037-s01-00.png,76.21,29.89,30,39,49,Kuat,Bawah
a02-037-s02-01.png,75.56,29.63,40,34,48,Kuat,Bawah
a02-037-s02-02.png,75.91,29.77,33,33,50,Kuat,Bawah
a02-037-s02-03.png,75.21,29.49,34,36,35,Kuat,Tengah
a02-037-s03-01.png,74.03,29.03,41,34,39,Kuat,Tengah
a02-037-s03-02.png,77.36,30.34,40,35,55,Kuat,Bawah
a02-037-s03-03.png,76.34,29.94,45,34,42,Kuat,Tengah
a02-042-s00-00.png,77.49,30.39,39,36,43,Kuat,Tengah
a02-042-s01-00.png,77.66,30.45,26,0,43,Kuat,Atas
a02-042-s01-01.png,76.35,29.94,32,36,53,Kuat,Bawah
a02-042-s01-02.png,77.06,30.22,26,45,35,Kuat,Tengah
a02-042-s01-03.png,77.99,30.58,32,37,53,Kuat,Bawah
a02-042-s01-04.png,75.83,29.74,32,34,36,Kuat,Tengah
a02-042-s02-01.png,74.33,29.15,33,37,14,Kuat,Atas
a02-090-s00-00.png,76.83,30.13,75,35,57,Kuat,Atas
a02-090-s00-01.png,77.94,30.56,35,32,44,Kuat,Bawah
a02-090-s00-02.png,78.04,30.6,47,35,42,Kuat,Atas
a02-090-s01-01.png,75.92,29.77,26,41,36,Kuat,Tengah
a02-090-s01-02.png,78.34,30.72,32,38,56,Kuat,Bawah
a02-090-s01-03.png,74.44,29.19,41,43,50,Kuat,Tengah
a02-093-s00-00.png,79.59,31.21,4,11,55,Sedang,Bawah
a02-093-s01-00.png,78.75,30.88,31,29,36,Kuat,Tengah
a02-093-s01-01.png,76.36,29.95,33,32,56,Kuat,Bawah
a02-093-s01-02.png,76.22,29.89,33,31,51,Kuat,Bawah
a02-093-s02-01.png,76.73,30.09,31,36,45,Kuat,Bawah
a02-093-s02-02.png,76.12,29.85,28,42,40,Kuat,Tengah
a02-093-s02-03.png,74.16,29.08,24,31,39,Kuat,Bawah
a02-093-s03-00.png,74.51,29.22,23,35,38,Kuat,Bawah
a02-093-s03-01.png,74.97,29.4,30,39,36,Kuat,Tengah
a02-093-s03-02.png,76.25,29.9,32,37,27,Kuat,Tengah
a02-093-s03-03.png,75.09,29.45,26,34,21,Kuat,Tengah
a02-098-s00-00.png,76.65,30.06,28,38,65,Kuat,Bawah
a02-098-s01-00.png,77.44,30.37,27,39,55,Kuat,Bawah
a02-098-s01-01.png,78.01,30.59,31,35,52,Kuat,Bawah
a02-098-s01-02.png,77.52,30.4,38,34,55,Kuat,Bawah
a02-098-s01-03.png,77.22,30.28,26,39,33,Kuat,Tengah
a02-098-s02-00.png,77.82,30.52,30,36,37,Kuat,Tengah
a02-098-s02-01.png,76.46,29.98,34,36,56,Kuat,Bawah
a02-098-s02-02.png,74.78,29.33,37,37,40,Kuat,Tengah
a02-098-s02-03.png,76.97,30.18,32,37,46,Kuat,Bawah
a02-098-s02-04.png,78.46,30.77,34,40,29,Kuat,Tengah
a02-102-s00-00.png,114.22,44.79,40,30,66,Ringan,Bawah
a02-102-s00-01.png,113.24,44.41,35,32,52,Ringan,Bawah
a02-102-s02-02.png,112.38,44.07,46,31,65,Ringan,Bawah
a02-106-s00-01.png,112.51,44.12,40,28,51,Ringan,Bawah
a02-106-s00-03.png,112.03,43.93,31,29,61,Ringan,Bawah
a02-106-s02-01.png,112.99,44.31,39,30,39,Ringan,Tengah
a02-106-s02-02.png,115.91,45.45,37,31,46,Ringan,Bawah
a02-111-s00-01.png,115.15,45.16,37,27,45,Ringan,Bawah
a02-111-s02-01.png,114.39,44.86,46,33,42,Ringan,Atas
a02-111-s03-02.png,113.51,44.51,43,28,39,Ringan,Atas
a02-111-s03-03.png,112.37,44.07,40,29,59,Ringan,Bawah
a02-111-s03-04.png,111.29,43.64,38,34,43,Ringan,Tengah
a02-124-s00-00.png,117.54,46.09,47,34,50,Ringan,Bawah
a02-124-s00-02.png,116.71,45.77,38,48,21,Ringan,Tengah
a03-047-s00-01.png,116.25,45.59,44,34,43,Ringan,Tengah
a03-047-s00-02.png,115.28,45.21,44,30,70,Ringan,Bawah
a03-047-s01-02.png,113.04,44.33,41,30,53,Ringan,Bawah
a03-047-s01-04.png,113.89,44.66,33,42,41,Ringan,Tengah
a03-050-s00-00.png,75.04,29.43,34,30,33,Kuat,Tengah
a03-050-s00-01.png,73.94,29,33,21,36,Kuat,Bawah
a03-050-s00-02.png,75.35,29.55,34,24,18,Kuat,Atas
a03-050-s00-03.png,80.14,31.43,26,21,25,Sedang,Tengah
a03-050-s01-00.png,78.47,30.77,28,27,27,Kuat,Tengah
a03-050-s01-01.png,76.63,30.05,17,30,17,Kuat,Tengah
a03-050-s02-00.png,75.18,29.48,23,30,9,Kuat,Tengah
a03-050-s02-01.png,76.19,29.88,35,23,23,Kuat,Atas
a03-050-s02-02.png,78.81,30.91,37,23,17,Kuat,Atas
a03-050-s02-03.png,81.18,31.84,17,25,34,Sedang,Bawah
a03-071-s00-01.png,82.37,32.3,26,22,9,Sedang,Atas
a03-071-s00-02.png,83.95,32.92,36,23,27,Sedang,Atas
a03-071-s00-05.png,83.28,32.66,37,28,21,Sedang,Atas
a03-071-s00-08.png,84.15,33,27,25,26,Sedang,Tengah
a03-073-s00-00.png,88.7,34.78,34,27,14,Sedang,Atas
a03-073-s01-00.png,90.76,35.59,30,19,15,Sedang,Atas
a03-073-s01-01.png,93.25,36.57,17,25,26,Sedang,Bawah
a03-073-s02-00.png,89.51,35.1,23,25,17,Sedang,Tengah
a03-073-s02-03.png,88.44,34.68,30,24,17,Sedang,Atas
a03-080-s01-01.png,88.57,34.73,30,20,14,Sedang,Atas
a03-080-s01-02.png,95.03,37.27,24,24,30,Sedang,Bawah
a03-080-s01-03.png,92.25,36.18,29,29,21,Sedang,Tengah
a03-080-s01-04.png,91.73,35.97,21,28,9,Sedang,Tengah
a03-089-s00-01.png,93.84,36.8,20,36,45,Sedang,Bawah
a05-000-s00-00.png,89.28,35.01,34,29,20,Sedang,Atas
a05-000-s00-01.png,91.24,35.78,30,27,25,Sedang,Tengah
a05-000-s02-00.png,93.59,36.7,21,29,6,Sedang,Tengah
a05-000-s02-01.png,94.15,36.92,30,33,14,Sedang,Atas
a05-000-s02-02.png,96.04,37.66,29,29,7,Sedang,Atas
a05-013-s00-00.png,100.62,39.46,29,24,19,Sedang,Atas
a05-013-s01-00.png,102.42,40.16,32,21,10,Ringan,Atas
a05-013-s01-02.png,98.94,38.8,21,4,59,Sedang,Bawah
a05-013-s02-02.png,95.69,37.53,25,26,20,Sedang,Tengah
a05-013-s02-03.png,102.19,40.07,33,21,22,Ringan,Atas
a05-017-s01-00.png,105.21,41.26,29,23,8,Ringan,Atas
a05-017-s02-00.png,99.99,39.21,26,23,18,Sedang,Atas
a05-017-s02-01.png,101.17,39.67,29,21,9,Sedang,Atas
a05-017-s02-02.png,95.33,37.38,21,0,45,Sedang,Bawah
a05-017-s03-01.png,97.4,38.2,19,26,26,Sedang,Tengah
a05-017-s03-02.png,98.75,38.73,29,28,15,Sedang,Atas
a05-022-s00-02.png,100.82,39.54,18,20,16,Sedang,Tengah
a05-022-s00-03.png,100.46,39.4,13,23,16,Sedang,Tengah
a05-022-s01-02.png,98.01,38.44,24,30,9,Sedang,Atas
a05-022-s01-03.png,102.4,40.16,22,21,14,Ringan,Atas
a05-022-s01-04.png,100.71,39.49,28,27,30,Sedang,Tengah
a05-025-s00-02.png,93.91,36.83,27,26,9,Sedang,Atas
a05-025-s00-03.png,97.74,38.33,34,27,9,Sedang,Atas
a05-025-s01-02.png,97.51,38.24,19,31,19,Sedang,Tengah
a05-025-s01-03.png,93.66,36.73,38,29,12,Sedang,Atas
a05-025-s02-00.png,97.01,38.04,28,27,24,Sedang,Tengah
a05-025-s02-01.png,94.94,37.23,26,26,34,Sedang,Bawah
a05-025-s02-02.png,91.96,36.06,27,20,9,Sedang,Atas
a05-029-s02-00.png,100.88,39.56,30,20,14,Sedang,Atas
a05-029-s02-02.png,101.24,39.7,24,25,9,Sedang,Atas
a05-029-s02-03.png,101.31,39.73,25,26,14,Sedang,Atas
a05-029-s02-04.png,99.88,39.17,21,26,24,Sedang,Tengah
a05-029-s03-00.png,100.6,39.45,43,18,9,Sedang,Atas
a05-039-s01-01.png,102.89,40.35,38,19,25,Ringan,Atas
a05-039-s02-02.png,100.58,39.44,28,25,23,Sedang,Tengah
a05-039-s02-04.png,102.58,40.23,33,20,24,Ringan,Atas
a05-039-s03-01.png,99.94,39.19,30,24,25,Sedang,Atas
a05-039-s03-02.png,98.77,38.73,33,22,24,Sedang,Atas
a05-044-s00-03.png,107.65,42.22,23,27,33,Ringan,Bawah
a05-044-s00-04.png,102.98,40.38,35,22,20,Ringan,Atas
a05-044-s01-01.png,100.99,39.6,25,29,35,Sedang,Bawah
a05-044-s02-01.png,99.03,38.84,26,24,27,Sedang,Tengah
a05-044-s02-02.png,97.23,38.13,17,20,17,Sedang,Tengah
a05-048-s00-00.png,97.68,38.31,30,23,18,Sedang,Atas
a05-048-s00-01.png,106.32,41.69,17,25,12,Ringan,Tengah
a05-048-s01-00.png,101.24,39.7,31,24,11,Sedang,Atas
a05-048-s03-00.png,96.47,37.83,28,23,8,Sedang,Atas
a05-048-s03-01.png,96.13,37.7,15,27,14,Sedang,Tengah
a05-048-s03-04.png,91.43,35.85,34,22,21,Sedang,Atas
a05-053-s00-01.png,102.02,40.01,34,25,6,Ringan,Atas
a05-053-s01-01.png,105.4,41.33,31,23,20,Ringan,Atas
a05-053-s02-00.png,98.85,38.76,19,26,13,Sedang,Tengah
a05-053-s03-02.png,105.65,41.43,17,24,26,Ringan,Bawah
a05-053-s03-03.png,104.58,41.01,26,1,41,Ringan,Atas
a05-058-s00-00.png,107.72,42.24,46,27,18,Ringan,Atas
a05-058-s00-01.png,109.63,42.99,24,0,30,Ringan,Atas
a05-058-s01-02.png,115.59,45.33,22,27,7,Ringan,Atas
a05-058-s01-03.png,111.3,43.65,28,24,7,Ringan,Atas
a05-058-s01-04.png,108.63,42.6,43,24,18,Ringan,Atas
a05-062-s00-02.png,98.81,38.75,27,31,17,Sedang,Tengah
a05-062-s00-03.png,104.57,41.01,22,29,7,Ringan,Atas
a05-062-s00-04.png,94.68,37.13,136,25,25,Sedang,Atas
a05-062-s00-05.png,89.09,34.94,31,25,26,Sedang,Atas
a05-062-s01-00.png,86.98,34.11,29,18,28,Sedang,Atas
a05-062-s01-01.png,91.42,35.85,28,23,26,Sedang,Tengah
a05-069-s00-02.png,97.77,38.34,25,28,16,Sedang,Tengah
a05-069-s01-00.png,99.56,39.04,20,23,23,Sedang,Tengah
a05-069-s01-02.png,100.05,39.24,31,24,18,Sedang,Atas
a05-069-s02-02.png,100.35,39.35,34,25,21,Sedang,Atas
a05-073-s01-00.png,100.49,39.41,22,35,23,Sedang,Tengah
a05-073-s01-01.png,103.39,40.55,34,26,28,Ringan,Atas
a05-073-s03-02.png,104.49,40.98,25,31,19,Ringan,Tengah
a05-080-s00-03.png,111.19,43.6,19,22,29,Ringan,Bawah
a05-080-s00-04.png,107.38,42.11,41,23,26,Ringan,Atas
a05-080-s01-01.png,107.46,42.14,19,22,25,Ringan,Bawah
a05-084-s00-00.png,109.85,43.08,39,24,7,Ringan,Atas
a05-084-s02-00.png,112.75,44.22,42,22,6,Ringan,Atas
a05-084-s02-03.png,106.88,41.91,24,27,25,Ringan,Tengah
a05-084-s03-02.png,107.2,42.04,31,26,18,Ringan,Atas
a05-089-s00-01.png,115.01,45.1,27,26,16,Ringan,Atas
a05-089-s01-00.png,110.39,43.29,24,27,24,Ringan,Tengah
a05-089-s02-01.png,112.45,44.1,35,28,46,Ringan,Bawah
a05-089-s02-04.png,113.84,44.64,37,23,28,Ringan,Atas
a05-094-s00-00.png,115.29,45.21,26,27,9,Ringan,Atas
a05-094-s00-01.png,112.7,44.2,25,23,16,Ringan,Atas
a05-094-s01-01.png,113.24,44.41,39,26,21,Ringan,Atas
a05-094-s01-02.png,114.85,45.04,18,27,16,Ringan,Tengah
a05-094-s01-03.png,112.47,44.11,27,30,22,Ringan,Tengah
a05-094-s01-04.png,109.86,43.08,33,25,3,Ringan,Atas
a05-094-s02-02.png,112.04,43.94,33,28,18,Ringan,Atas
a05-094-s03-03.png,111.33,43.66,32,24,19,Ringan,Atas
a05-099-s00-00.png,118.95,46.65,32,26,16,Ringan,Atas
a05-099-s01-01.png,119.06,46.69,34,25,10,Ringan,Atas
a05-099-s02-00.png,112.57,44.15,22,28,22,Ringan,Tengah
a05-099-s03-01.png,115.47,45.28,40,25,6,Ringan,Atas
a05-104-s00-00.png,120.05,47.08,37,27,20,Ringan,Atas
a05-104-s01-01.png,120.42,47.22,20,27,14,Ringan,Tengah
a05-104-s01-02.png,119.33,46.8,46,21,36,Ringan,Atas
a05-104-s01-03.png,118.3,46.39,35,21,20,Ringan,Atas
a05-104-s01-04.png,111.76,43.83,24,25,17,Ringan,Tengah
a05-104-s02-01.png,110.7,43.41,21,25,28,Ringan,Bawah
a05-104-s02-02.png,108.02,42.36,24,23,30,Ringan,Bawah
a05-104-s02-03.png,113.01,44.32,34,24,22,Ringan,Atas
a05-104-s02-04.png,109.27,42.85,27,24,23,Ringan,Tengah
a05-108-s01-01.png,114.56,44.93,20,21,5,Ringan,Atas
a05-108-s02-00.png,112.63,44.17,27,21,5,Ringan,Atas
a05-108-s02-01.png,112.92,44.28,20,38,20,Ringan,Tengah
a05-113-s01-03.png,117.94,46.25,25,21,20,Ringan,Atas
a05-116-s00-01.png,120.66,47.32,21,28,20,Ringan,Tengah
a05-116-s01-02.png,117.47,46.07,33,34,22,Ringan,Tengah
a05-116-s02-00.png,119.02,46.67,21,23,23,Ringan,Tengah
a05-116-s03-00.png,111.12,43.58,26,26,29,Ringan,Tengah
a05-121-s02-04.png,94.8,37.18,23,23,31,Sedang,Bawah
a05-125-s01-01.png,91.62,35.93,25,27,19,Sedang,Tengah
a05-125-s01-02.png,91.84,36.02,39,25,23,Sedang,Atas
a05-125-s01-04.png,95.92,37.62,29,23,22,Sedang,Atas
a06-124-s00-00.png,101.11,39.65,26,29,25,Sedang,Tengah
a06-124-s00-01.png,98.12,38.48,23,20,15,Sedang,Atas
a06-124-s01-01.png,97.78,38.35,36,19,21,Sedang,Atas
a06-124-s02-01.png,101.32,39.73,34,23,9,Sedang,Atas
a06-134-s00-00.png,101.28,39.72,35,21,12,Sedang,Atas
a06-134-s04-01.png,101.21,39.69,26,20,33,Sedang,Bawah
a06-134-s04-02.png,98.28,38.54,28,20,23,Sedang,Atas
a06-141-s01-00.png,102.39,40.15,23,20,21,Ringan,Tengah
a06-141-s04-00.png,104.31,40.91,25,18,30,Ringan,Bawah
a06-147-s03-01.png,100.25,39.31,24,18,22,Sedang,Tengah
a06-157-s00-00.png,100.32,39.34,40,20,23,Sedang,Atas
a06-157-s02-00.png,99.52,39.03,28,21,21,Sedang,Atas
b05-055-s01-04.png,105.99,41.56,30,36,27,Ringan,Tengah
b05-058-s00-00.png,105.34,41.31,27,24,44,Ringan,Bawah
b05-058-s01-00.png,101.95,39.98,23,39,42,Sedang,Bawah
b05-058-s02-02.png,106.03,41.58,23,2,52,Ringan,Bawah
b05-062-s01-01.png,102.93,40.36,28,21,26,Ringan,Tengah
b05-062-s02-00.png,104.65,41.04,33,24,27,Ringan,Atas
b05-062-s03-00.png,105.61,41.42,25,24,37,Ringan,Bawah
b05-067-s00-00.png,103.1,40.43,31,26,20,Ringan,Atas
b05-067-s01-00.png,100.26,39.32,25,19,35,Sedang,Bawah
b05-067-s01-01.png,103.98,40.78,26,23,45,Ringan,Bawah
b05-071-s00-02.png,104.66,41.04,32,24,35,Ringan,Bawah
b06-000-s00-00.png,86.87,34.07,16,33,30,Sedang,Bawah
b06-000-s00-02.png,85.6,33.57,22,33,22,Sedang,Tengah
b06-000-s02-02.png,88,34.51,24,30,30,Sedang,Tengah
b06-008-s01-01.png,91.55,35.9,49,49,72,Sedang,Bawah
