Nama File,Rerata,Persentase,Zona Atas,Zona Tengah,Zona Bawah,Tekanan Tulisan,Dominasi Zona
a01-030u-s01-00.png,88.05,34.53,21,32,6,Sedang,Tengah
a01-030u-s01-01.png,93.61,36.71,33,28,26,Sedang,Tengah
a01-030u-s02-00.png,88.39,34.66,31,34,27,Sedang,Tengah
a01-030u-s03-00.png,76.75,30.1,52,18,3,Sedang,Atas
a01-030u-s03-01.png,92.11,36.12,29,31,25,Sedang,Tengah
a01-030u-s04-00.png,90.58,35.52,35,28,17,Sedang,Atas
a01-030u-s04-01.png,91.1,35.73,25,28,7,Sedang,Atas
a01-030u-s05-00.png,88.71,34.79,39,24,12,Sedang,Atas
a01-030u-s05-01.png,88.64,34.76,34,27,11,Sedang,Atas
a01-030u-s06-00.png,93.97,36.85,40,30,33,Sedang,Tengah
a01-030u-s06-01.png,90.94,35.66,38,28,31,Sedang,Tengah
a01-030u-s06-02.png,90.22,35.38,35,28,40,Sedang,Tengah
a01-030u-s06-03.png,90.85,35.63,27,30,10,Sedang,Tengah
a01-043u-s00-00.png,88.29,34.62,39,41,14,Sedang,Atas
a01-043u-s00-01.png,91.02,35.69,18,27,11,Sedang,Tengah
a01-043u-s01-00.png,87.75,34.41,7,57,11,Sedang,Tengah
a01-043u-s01-01.png,89.24,35,35,42,9,Sedang,Tengah
a01-043u-s01-02.png,94.22,36.95,39,29,34,Sedang,Tengah
a01-043u-s02-00.png,90.61,35.53,20,33,16,Sedang,Tengah
a01-043u-s02-01.png,91.14,35.74,35,0,62,Sedang,Bawah
a01-043u-s02-02.png,92.54,36.29,11,48,7,Sedang,Tengah
a01-043u-s03-00.png,89.97,35.28,12,53,21,Sedang,Tengah
a01-043u-s03-01.png,87.42,34.28,28,35,16,Sedang,Tengah
a01-043u-s04-00.png,88.61,34.75,29,30,12,Sedang,Tengah
a01-043u-s04-01.png,91.48,35.87,35,33,9,Sedang,Atas
a01-043u-s04-02.png,92.71,36.36,36,26,32,Sedang,Tengah
a01-043u-s04-03.png,90.67,35.56,21,33,31,Sedang,Tengah
a01-049u-s00-00.png,91.28,35.8,31,30,34,Sedang,Tengah
a01-049u-s00-01.png,87.3,34.24,37,41,25,Sedang,Tengah
a01-049u-s00-02.png,89.16,34.96,30,49,8,Sedang,Tengah
a01-049u-s00-03.png,91.03,35.7,17,0,86,Sedang,Bawah
a01-049u-s00-04.png,90.14,35.35,31,29,14,Sedang,Atas
a01-049u-s01-00.png,94.02,36.87,37,30,21,Sedang,Atas
a01-049u-s01-01.png,91.57,35.91,28,49,26,Sedang,Tengah
a01-049u-s01-02.png,90.63,35.54,28,61,7,Sedang,Tengah
a01-049u-s01-03.png,89.68,35.17,34,0,78,Sedang,Bawah
a01-049u-s01-04.png,90.78,35.6,39,44,10,Sedang,Atas
a01-049u-s02-00.png,94.47,37.05,18,0,33,Sedang,Bawah
a01-049u-s02-01.png,89.95,35.27,28,49,19,Sedang,Tengah
a01-049u-s02-02.png,88.3,34.63,31,58,20,Sedang,Tengah
a01-049x-s00-00.png,97.34,38.17,31,40,38,Sedang,Tengah
a01-049x-s00-01.png,97.79,38.35,31,33,36,Sedang,Tengah
a01-049x-s00-02.png,95.58,37.48,40,35,16,Sedang,Atas
a01-049x-s00-03.png,97.39,38.19,40,38,35,Sedang,Tengah
a01-049x-s00-04.png,91.68,35.95,28,19,8,Sedang,Atas
a01-049x-s01-00.png,94.27,36.97,32,30,26,Sedang,Tengah
a01-049x-s01-01.png,95.38,37.4,28,31,31,Sedang,Tengah
a01-049x-s01-02.png,94.41,37.02,26,0,79,Sedang,Bawah
a01-049x-s01-03.png,95.03,37.27,55,36,17,Sedang,Atas
a01-049x-s02-00.png,94.32,36.99,31,36,8,Sedang,Atas
a01-049x-s02-01.png,93.5,36.67,34,38,31,Sedang,Tengah
a01-049x-s02-02.png,94.83,37.19,56,37,24,Sedang,Atas
a01-053u-s00-00.png,91.09,35.72,31,36,8,Sedang,Atas
a01-053u-s00-01.png,89.64,35.15,27,27,31,Sedang,Tengah
a01-053u-s00-02.png,89.32,35.03,19,32,14,Sedang,Tengah
a01-053u-s01-00.png,89.7,35.18,30,24,25,Sedang,Tengah
a01-053u-s01-01.png,89.8,35.22,26,33,28,Sedang,Tengah
a01-053u-s01-02.png,88.37,34.65,34,32,27,Sedang,Tengah
a01-053u-s01-03.png,89.81,35.22,16,33,12,Sedang,Tengah
a01-053u-s02-00.png,90.14,35.35,29,31,4,Sedang,Atas
a01-053u-s02-01.png,86.49,33.92,37,32,20,Sedang,Atas
a01-053u-s02-02.png,77.62,30.44,27,27,11,Sedang,Atas
a01-053u-s03-00.png,91.65,35.94,36,31,9,Sedang,Atas
a01-053u-s03-01.png,88.77,34.81,35,29,13,Sedang,Atas
a01-053u-s03-02.png,89.8,35.22,24,33,23,Sedang,Tengah
a01-058u-s00-00.png,82.72,32.44,21,34,22,Sedang,Tengah
a01-058u-s00-01.png,84.31,33.06,29,35,20,Sedang,Tengah
a01-058u-s00-02.png,83.76,32.85,29,30,15,Sedang,Tengah
a01-058u-s01-00.png,95.66,37.51,12,0,39,Sedang,Bawah
a01-058u-s01-01.png,88.45,34.69,23,39,28,Sedang,Tengah
a01-058u-s01-02.png,87.23,34.21,33,38,17,Sedang,Tengah
a01-058u-s02-00.png,88.22,34.6,27,35,12,Sedang,Tengah
a01-058u-s02-01.png,84.2,33.02,24,35,31,Sedang,Tengah
a01-058u-s03-00.png,90.08,35.33,13,42,0,Sedang,Tengah
a01-058u-s03-01.png,87.78,34.42,33,32,6,Sedang,Atas
a01-058u-s03-02.png,90.62,35.54,22,35,23,Sedang,Tengah
a01-063u-s00-00.png,87,34.12,27,25,20,Sedang,Tengah
a01-063u-s00-01.png,89.88,35.25,43,28,17,Sedang,Atas
a01-063u-s01-00.png,88.98,34.89,36,27,19,Sedang,Atas
a01-063u-s01-01.png,90.32,35.42,31,30,25,Sedang,Tengah
a01-063u-s01-02.png,91.72,35.97,35,29,24,Sedang,Tengah
a01-063u-s01-03.png,90.82,35.62,30,33,4,Sedang,Atas
a01-063u-s02-00.png,90.02,35.3,30,29,24,Sedang,Tengah
a01-063u-s02-01.png,88.05,34.53,27,26,22,Sedang,Tengah
a01-063u-s02-02.png,86.06,33.75,27,31,8,Sedang,Tengah
a01-063u-s03-00.png,89.08,34.93,32,29,8,Sedang,Atas
a01-063u-s03-01.png,88.74,34.8,33,30,32,Sedang,Tengah
a01-063u-s03-02.png,91.33,35.82,29,26,29,Sedang,Tengah
a01-068u-s00-00.png,87.31,34.24,34,29,30,Sedang,Tengah
a01-068u-s00-01.png,89.62,35.15,30,30,30,Sedang,Tengah
a01-068u-s00-02.png,88.18,34.58,26,32,34,Sedang,Tengah
a01-068u-s01-00.png,96.71,37.93,0,66,0,Sedang,Tengah
a01-068u-s01-01.png,90.62,35.54,31,30,22,Sedang,Tengah
a01-068u-s01-02.png,85.58,33.56,30,29,35,Sedang,Tengah
a01-068u-s01-03.png,86.5,33.92,29,27,17,Sedang,Tengah
a01-068u-s02-00.png,91.56,35.91,22,28,10,Sedang,Tengah
a01-068u-s02-01.png,87.09,34.15,32,36,27,Sedang,Tengah
a01-068u-s02-02.png,90.03,35.31,23,31,19,Sedang,Tengah
a01-068u-s02-03.png,89.29,35.02,31,29,26,Sedang,Tengah
a01-068u-s02-04.png,86.42,33.89,31,28,26,Sedang,Tengah
a01-072u-s00-00.png,88.3,34.63,30,1,52,Sedang,Bawah
a01-072u-s00-01.png,90.67,35.56,32,28,8,Sedang,Atas
a01-072u-s01-00.png,90.04,35.31,33,22,10,Sedang,Atas
a01-072u-s01-01.png,89.25,35,27,27,5,Sedang,Atas
a01-072u-s01-02.png,87.51,34.32,21,40,23,Sedang,Tengah
a01-072u-s02-00.png,93.49,36.66,33,24,26,Sedang,Tengah
a01-072u-s02-01.png,88.86,34.85,37,28,22,Sedang,Atas
a01-072u-s02-02.png,89.48,35.09,27,25,6,Sedang,Atas
a01-072u-s03-00.png,86.85,34.06,24,1,37,Sedang,Bawah
a01-072u-s03-01.png,86.73,34.01,32,25,15,Sedang,Atas
a01-072u-s03-02.png,87.87,34.46,30,26,35,Sedang,Tengah
a01-072u-s03-03.png,92.51,36.28,28,23,11,Sedang,Atas
a01-077u-s00-00.png,93.5,36.67,29,30,33,Sedang,Tengah
a01-077u-s00-01.png,87.33,34.25,31,26,27,Sedang,Tengah
a01-077u-s01-00.png,88.07,34.54,28,30,24,Sedang,Tengah
a01-077u-s02-00.png,94.06,36.89,33,0,50,Sedang,Bawah
a01-077u-s02-01.png,94.48,37.05,29,29,27,Sedang,Tengah
a01-077u-s02-02.png,92.98,36.46,28,27,10,Sedang,Atas
a01-077u-s02-03.png,91.99,36.07,30,22,27,Sedang,Tengah
a01-077u-s03-00.png,90.78,35.6,30,26,31,Sedang,Tengah
a01-077u-s03-01.png,92.62,36.32,28,25,25,Sedang,Tengah
a01-077u-s03-02.png,90.34,35.43,25,29,28,Sedang,Tengah
a01-082u-s00-00.png,89.82,35.22,24,32,24,Sedang,Tengah
a01-082u-s00-01.png,92.27,36.18,39,34,15,Sedang,Atas
a01-082u-s00-02.png,91.93,36.05,30,29,26,Sedang,Tengah
a01-082u-s01-00.png,94.25,36.96,29,27,5,Sedang,Atas
a01-082u-s01-01.png,94.56,37.08,30,33,17,Sedang,Tengah
a01-082u-s01-02.png,95.24,37.35,37,35,21,Sedang,Tengah
a01-082u-s01-03.png,89.12,34.95,22,30,6,Sedang,Tengah
a01-082u-s02-00.png,93.94,36.84,20,26,17,Sedang,Tengah
a01-082u-s02-01.png,88.1,34.55,27,46,14,Sedang,Tengah
a01-082u-s02-02.png,91.5,35.88,35,33,18,Sedang,Tengah
a01-082u-s03-00.png,89.27,35.01,15,36,16,Sedang,Tengah
a01-082u-s03-01.png,90.37,35.44,35,34,19,Sedang,Tengah
a01-087u-s00-00.png,92.2,36.16,24,23,29,Sedang,Tengah
a01-087u-s00-01.png,93.42,36.64,27,25,22,Sedang,Tengah
a01-087u-s00-02.png,95.65,37.51,19,28,17,Sedang,Tengah
a01-087u-s01-00.png,91.8,36,36,27,24,Sedang,Atas
a01-087u-s01-01.png,90.44,35.47,34,25,29,Sedang,Tengah
a01-087u-s01-02.png,92.23,36.17,29,23,28,Sedang,Tengah
a01-087u-s01-03.png,88.63,34.76,33,33,17,Sedang,Tengah
a01-087u-s02-00.png,94.43,37.03,21,32,4,Sedang,Tengah
a01-087u-s02-01.png,93.1,36.51,31,30,6,Sedang,Atas
a01-087u-s02-02.png,93.57,36.69,24,29,25,Sedang,Tengah
a01-087u-s02-03.png,94.05,36.88,32,30,21,Sedang,Tengah
a01-091u-s00-00.png,89.17,34.97,33,29,10,Sedang,Atas
a01-091u-s01-00.png,94.04,36.88,30,33,7,Sedang,Atas
a01-091u-s01-01.png,90.4,35.45,28,32,16,Sedang,Tengah
a01-091u-s01-02.png,93.93,36.84,27,33,16,Sedang,Tengah
a01-091u-s01-03.png,91.74,35.98,27,36,17,Sedang,Tengah
a01-091u-s01-04.png,91.54,35.9,26,40,9,Sedang,Tengah
a01-091u-s02-00.png,86.95,34.1,20,29,7,Sedang,Tengah
a01-091u-s02-01.png,87.23,34.21,23,36,17,Sedang,Tengah
a01-091u-s02-02.png,91.45,35.86,29,26,12,Sedang,Atas
a01-091u-s03-00.png,88.76,34.81,22,23,32,Sedang,Bawah
a01-091u-s03-01.png,91.69,35.96,35,35,34,Sedang,Tengah
a01-091u-s03-02.png,92.56,36.3,20,33,4,Sedang,Tengah
a01-096u-s00-00.png,92.07,36.11,19,1,69,Sedang,Bawah
a01-096u-s00-01.png,90.14,35.35,15,23,34,Sedang,Bawah
a01-096u-s01-00.png,87.28,34.23,29,27,13,Sedang,Atas
a01-096u-s01-01.png,91.86,36.02,18,35,12,Sedang,Tengah
a01-096u-s02-00.png,88.77,34.81,32,29,29,Sedang,Tengah
a01-096u-s02-01.png,91.44,35.86,38,36,15,Sedang,Atas
a01-096u-s02-02.png,88.98,34.89,20,28,14,Sedang,Tengah
a01-096u-s03-00.png,89.6,35.14,25,21,26,Sedang,Tengah
a01-096u-s03-01.png,92.53,36.29,23,29,7,Sedang,Tengah
a01-096u-s04-00.png,91.71,35.96,21,29,10,Sedang,Tengah
a01-096u-s04-01.png,89,34.9,29,33,34,Sedang,Tengah
a01-096u-s04-02.png,93.33,36.6,21,34,10,Sedang,Tengah
a01-096u-s04-03.png,88.03,34.52,24,31,11,Sedang,Tengah
a01-096u-s04-04.png,93.57,36.69,11,1,41,Sedang,Bawah
a01-102u-s00-00.png,88.02,34.52,24,0,57,Sedang,Bawah
a01-102u-s00-01.png,89.57,35.13,32,34,27,Sedang,Tengah
a01-102u-s00-02.png,87.34,34.25,32,31,25,Sedang,Tengah
a01-102u-s00-03.png,84.06,32.96,40,34,27,Sedang,Tengah
a01-102u-s01-00.png,90.21,35.38,32,24,20,Sedang,Atas
a01-102u-s02-00.png,94.46,37.04,17,37,3,Sedang,Tengah
a01-102u-s02-01.png,90.51,35.49,26,38,32,Sedang,Tengah
a01-102u-s02-02.png,89.84,35.23,32,36,18,Sedang,Tengah
a01-102u-s02-03.png,87.21,34.2,24,36,22,Sedang,Tengah
a01-102u-s03-00.png,95.41,37.42,9,36,9,Sedang,Tengah
a01-102u-s03-01.png,87.05,34.14,33,31,21,Sedang,Tengah
a01-102u-s03-02.png,92.24,36.17,28,36,34,Sedang,Tengah
a01-107u-s00-00.png,96.4,37.8,27,36,26,Sedang,Tengah
a01-107u-s00-01.png,93.66,36.73,23,37,34,Sedang,Tengah
a01-107u-s00-02.png,96.59,37.88,24,30,12,Sedang,Tengah
a01-107u-s00-03.png,96.16,37.71,23,32,22,Sedang,Tengah
a01-107u-s01-00.png,99.04,38.84,34,25,17,Sedang,Atas
a01-107u-s02-00.png,100.42,39.38,32,28,4,Sedang,Atas
a01-107u-s02-01.png,100.43,39.38,33,31,6,Sedang,Atas
a01-107u-s03-00.png,102.26,40.1,38,31,29,Ringan,Tengah
a01-107u-s03-01.png,96.29,37.76,26,34,9,Sedang,Tengah
a01-107u-s04-00.png,101.16,39.67,8,46,28,Sedang,Tengah
a01-107u-s04-01.png,101.64,39.86,37,0,58,Sedang,Bawah
a01-113u-s00-00.png,93.34,36.6,28,33,6,Sedang,Atas
a01-113u-s00-01.png,97.46,38.22,23,39,19,Sedang,Tengah
a01-113u-s00-02.png,99.28,38.93,24,33,12,Sedang,Tengah
a01-113u-s01-00.png,103.85,40.73,24,28,27,Ringan,Tengah
a01-113u-s01-01.png,102.59,40.23,24,37,24,Ringan,Tengah
a01-113u-s01-02.png,100.33,39.35,22,43,16,Sedang,Tengah
a01-113u-s01-03.png,99.13,38.87,24,30,18,Sedang,Tengah
a01-113u-s02-00.png,103.78,40.7,30,33,31,Ringan,Tengah
a01-113u-s02-01.png,100.22,39.3,33,34,21,Sedang,Tengah
a01-113u-s02-02.png,106.14,41.62,26,38,27,Ringan,Tengah
a01-113u-s02-03.png,105.23,41.27,24,30,18,Ringan,Tengah
a01-113u-s02-04.png,107.25,42.06,25,37,9,Ringan,Tengah
a01-113u-s02-05.png,103.16,40.45,25,30,10,Ringan,Tengah
a01-117u-s00-00.png,89.39,35.05,29,30,32,Sedang,Tengah
a01-117u-s00-01.png,93.25,36.57,23,24,32,Sedang,Tengah
a01-117u-s00-02.png,88.29,34.62,36,26,3,Sedang,Atas
a01-117u-s01-00.png,91.79,36,24,25,22,Sedang,Tengah
a01-117u-s01-01.png,93.57,36.69,21,37,13,Sedang,Tengah
a01-117u-s01-02.png,91.88,36.03,32,33,24,Sedang,Tengah
a01-117u-s02-00.png,97.31,38.16,3,4,43,Sedang,Bawah
a01-117u-s02-01.png,92.15,36.14,28,27,33,Sedang,Tengah
a01-117u-s02-02.png,92.23,36.17,28,29,23,Sedang,Tengah
a01-117u-s03-00.png,93.72,36.75,19,26,3,Sedang,Tengah
a01-117u-s03-01.png,93.2,36.55,30,32,28,Sedang,Tengah
a01-117u-s03-02.png,92.5,36.27,23,27,22,Sedang,Tengah
a01-117u-s03-03.png,91.53,35.89,34,24,30,Sedang,Tengah
a01-117u-s03-04.png,90.66,35.55,28,33,13,Sedang,Tengah
a01-122u-s00-00.png,85.41,33.49,30,30,24,Sedang,Tengah
a01-122u-s00-01.png,91,35.69,24,27,29,Sedang,Tengah
a01-122u-s00-02.png,87.34,34.25,33,21,40,Sedang,Bawah
a01-122u-s00-03.png,95.72,37.54,29,25,21,Sedang,Tengah
a01-122u-s01-00.png,93.33,36.6,14,28,9,Sedang,Tengah
a01-122u-s01-01.png,92.36,36.22,31,31,31,Sedang,Tengah
a01-122u-s01-02.png,94.76,37.16,30,0,47,Sedang,Bawah
a01-122u-s02-00.png,100.93,39.58,3,43,4,Sedang,Tengah
a01-122u-s02-01.png,94.17,36.93,21,28,22,Sedang,Tengah
a01-122u-s02-02.png,98.19,38.51,19,26,15,Sedang,Tengah
a01-122u-s03-00.png,96.24,37.74,26,28,31,Sedang,Tengah
a01-122u-s03-01.png,98.91,38.79,9,27,3,Sedang,Tengah
a01-122u-s04-00.png,94.5,37.06,28,27,22,Sedang,Tengah
a01-122u-s04-01.png,95.49,37.45,27,32,7,Sedang,Tengah
a01-122u-s04-02.png,96.88,37.99,25,25,10,Sedang,Atas
a01-128u-s00-00.png,95.76,37.55,38,31,11,Sedang,Atas
a01-128u-s00-01.png,98.18,38.5,35,28,12,Sedang,Atas
a01-128u-s00-02.png,96.05,37.67,37,28,22,Sedang,Atas
a01-128u-s01-00.png,101.07,39.64,39,37,19,Sedang,Tengah
a01-128u-s01-01.png,97.16,38.1,38,36,18,Sedang,Atas
a01-128u-s01-02.png,98.91,38.79,30,30,11,Sedang,Atas
a01-128u-s01-03.png,98.29,38.55,145,24,25,Sedang,Atas
a01-128u-s02-00.png,95.62,37.5,34,32,4,Sedang,Atas
a01-128u-s02-01.png,100.99,39.6,31,35,13,Sedang,Tengah
a01-128u-s02-02.png,98.38,38.58,25,35,16,Sedang,Tengah
a01-128u-s02-03.png,102.08,40.03,22,37,16,Ringan,Tengah
a01-128u-s02-04.png,104.97,41.16,26,28,34,Ringan,Tengah
a01-132u-s00-00.png,101.26,39.71,27,30,9,Sedang,Tengah
a01-132u-s00-01.png,105.73,41.46,34,29,26,Ringan,Tengah
a01-132u-s00-02.png,106.23,41.66,43,16,37,Ringan,Atas
a01-132u-s01-00.png,102.84,40.33,25,28,3,Ringan,Atas
a01-132u-s01-01.png,102.19,40.07,28,2,54,Ringan,Bawah
a01-132u-s01-02.png,101.8,39.92,27,24,27,Sedang,Tengah
a01-132u-s01-03.png,101.4,39.76,18,29,13,Sedang,Tengah
a01-132u-s02-00.png,102.73,40.29,30,27,32,Ringan,Tengah
a01-132u-s02-01.png,92.37,36.22,33,28,20,Sedang,Tengah
a01-132u-s02-02.png,100.26,39.32,20,30,10,Sedang,Tengah
a01-132u-s02-03.png,103.6,40.63,28,29,29,Ringan,Tengah
a01-132u-s02-04.png,100.25,39.31,25,1,49,Sedang,Bawah
a01-132x-s00-00.png,96.69,37.92,33,34,20,Sedang,Tengah
a01-132x-s00-01.png,97.86,38.38,32,30,36,Sedang,Tengah
a01-132x-s00-02.png,99.51,39.02,60,26,28,Sedang,Atas
a01-132x-s01-00.png,96.38,37.8,43,37,29,Sedang,Tengah
a01-132x-s01-01.png,98.14,38.49,32,33,24,Sedang,Tengah
a01-132x-s01-02.png,95.17,37.32,31,32,30,Sedang,Tengah
a01-132x-s02-00.png,96.4,37.8,49,0,62,Sedang,Atas
a01-132x-s02-01.png,94.37,37.01,32,36,40,Sedang,Tengah
a01-132x-s02-02.png,97.45,38.22,44,33,39,Sedang,Tengah
a01-132x-s02-03.png,97.43,38.21,30,40,25,Sedang,Tengah
a02-017-s00-00.png,119.6,46.9,38,33,24,Ringan,Tengah
a02-017-s00-01.png,119.69,46.94,37,29,21,Ringan,Atas
a02-017-s00-02.png,120.15,47.12,21,53,18,Ringan,Tengah
a02-017-s00-03.png,117.47,46.07,36,37,36,Ringan,Tengah
a02-017-s01-00.png,118.97,46.65,33,43,38,Ringan,Tengah
a02-017-s01-01.png,116.16,45.55,34,30,34,Ringan,Tengah
a02-017-s01-02.png,117.24,45.98,35,32,29,Ringan,Tengah
a02-017-s01-03.png,116.11,45.53,56,23,32,Ringan,Atas
a02-020-s00-00.png,117.56,46.1,33,28,26,Ringan,Tengah
a02-020-s00-01.png,119.67,46.93,34,34,41,Ringan,Tengah
a02-020-s00-02.png,118.31,46.4,34,33,33,Ringan,Tengah
a02-020-s01-00.png,114.94,45.07,32,26,24,Ringan,Tengah
a02-020-s01-01.png,119.15,46.73,42,29,25,Ringan,Atas
a02-020-s01-02.png,121.04,47.47,34,33,39,Ringan,Tengah
a02-020-s02-00.png,120.93,47.42,19,38,15,Ringan,Tengah
a02-020-s02-01.png,119.21,46.75,30,39,27,Ringan,Tengah
a02-020-s02-02.png,113.92,44.67,38,29,33,Ringan,Tengah
a02-024-s00-00.png,120.36,47.2,45,22,25,Ringan,Atas
a02-024-s00-01.png,122.13,47.89,33,1,71,Ringan,Bawah
a02-024-s00-02.png,119.95,47.04,44,26,9,Ringan,Atas
a02-024-s00-03.png,121.56,47.67,41,30,20,Ringan,Atas
a02-024-s01-00.png,122.04,47.86,33,33,36,Ringan,Tengah
a02-024-s01-01.png,120.22,47.15,43,2,58,Ringan,Atas
a02-024-s01-02.png,119.77,46.97,43,23,40,Ringan,Tengah
